	Acute Myeloid Leukemia	Adenosquamous Carcinoma of the Pancreas	Adrenocortical Carcinoma	Ampullary Carcinoma	Anaplastic Thyroid Cancer	B-Lymphoblastic Leukemia/Lymphoma	Bladder Squamous Cell Carcinoma	Bladder Urothelial Carcinoma	Breast Ductal Carcinoma In Situ	Breast Neoplasm, NOS	CIC-DUX4 Sarcoma	Cervical Adenocarcinoma	Cervical Squamous Cell Carcinoma	Chondrosarcoma	Colorectal Adenocarcinoma	Cutaneous Squamous Cell Carcinoma	Diffuse Glioma	Embryonal Tumor	Endometrial Carcinoma	Epithelioid Sarcoma	Esophageal Squamous Cell Carcinoma	Esophagogastric Adenocarcinoma	Ewing Sarcoma	Fibrosarcoma	Gestational Trophoblastic Disease	Glassy Cell Carcinoma of the Cervix	Head and Neck Carcinoma, Other	Head and Neck Squamous Cell Carcinoma	Hepatoblastoma	Hepatocellular Carcinoma	Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma	Hodgkin Lymphoma	Intracholecystic Papillary Neoplasm	Intraductal Papillary Neoplasm of the Bile Duct	Invasive Breast Carcinoma	Leiomyosarcoma	Liposarcoma	Lung Neuroendocrine Tumor	Mature B-Cell Neoplasms	Mature T and NK Neoplasms	Medullary Thyroid Cancer	Melanoma	Meningothelial Tumor	Merkel Cell Carcinoma	Mixed Cervical Carcinoma	Mucosal Melanoma of the Vulva/Vagina	Myelodysplastic Syndromes	Myeloproliferative Neoplasms	Nerve Sheath Tumor	Neuroblastoma	Non-Cancerous	Non-Hodgkin Lymphoma	Non-Seminomatous Germ Cell Tumor	Non-Small Cell Lung Cancer	Ocular Melanoma	Osteosarcoma	Ovarian Cancer, Other	Ovarian Epithelial Tumor	Ovarian Germ Cell Tumor	Pancreatic Adenocarcinoma	Pancreatic Neuroendocrine Tumor	Pleural Mesothelioma	Poorly Differentiated Thyroid Cancer	Prostate Adenocarcinoma	Prostate Small Cell Carcinoma	Renal Cell Carcinoma	Retinoblastoma	Rhabdoid Cancer	Rhabdomyosarcoma	SMARCA4-deficient undifferentiated tumor	Sarcoma, NOS	Small Bowel Cancer	Squamous Cell Carcinoma of the Vulva/Vagina	Synovial Sarcoma	T-Lymphoblastic Leukemia/Lymphoma	Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma	Urethral Cancer	Uterine Sarcoma/Mesenchymal	Well-Differentiated Thyroid Cancer
ISL1	0.691421	0.635446	0.607236	0.663667	0.671447	0.692664	0.658838	0.67366	0.658413	0.689973	0.68866	0.64331	0.66597	0.67237	0.660271	0.681934	0.684559	0.675095	0.664938	0.627462	0.670036	0.646865	0.627724	0.684109	0.687364	0.693147	0.692207	0.667155	0.650553	0.662196	0.577974	0.668861	0.663458	0.657893	0.684311	0.674766	0.661047	0.585097	0.687541	0.689217	0.589767	0.665893	0.673833	0.648518	0.689973	0.693147	0.690672	0.685819	0.643953	0.567845	0.682403	0.692351	0.689202	0.66578	0.675618	0.665229	0.652003	0.649686	0.681636	0.650207	0.604898	0.656727	0.656965	0.673724	0.690672	0.680297	0.682162	0.685852	0.636926	0.629984	0.639189	0.596672	0.68866	0.662492	0.690064	0.672827	0.691044	0.639884	0.670324
ZNF582	0.640422	0.662901	0.64552	0.691863	0.650459	0.652592	0.691856	0.666564	0.664268	0.693147	0.648414	0.678181	0.689436	0.627152	0.685534	0.692935	0.644823	0.645787	0.663796	0.656137	0.68861	0.685717	0.631962	0.691472	0.677614	0.691472	0.653521	0.687105	0.655545	0.655585	0.693147	0.681163	0.667578	0.667723	0.660391	0.648864	0.64908	0.641161	0.657746	0.665446	0.636827	0.654063	0.667882	0.653589	0.693147	0.623984	0.637244	0.646564	0.6409	0.643071	0.648393	0.668775	0.629324	0.658033	0.641519	0.658285	0.693147	0.658801	0.6212	0.678111	0.69224	0.649554	0.633049	0.639748	0.65212	0.681699	0.628957	0.650771	0.645821	0.662125	0.670806	0.693147	0.693147	0.656916	0.647565	0.653942	0.651848	0.661706	0.657846
SNAI2	0.690284	0.667896	0.692429	0.668649	0.643527	0.69186	0.634213	0.648846	0.670283	0.66854	0.636072	0.665808	0.649193	0.632914	0.68268	0.631541	0.638176	0.669415	0.673384	0.693147	0.64332	0.671301	0.667386	0.645605	0.682388	0.639161	0.623404	0.635764	0.688772	0.66137	0.691824	0.686014	0.651946	0.658457	0.667928	0.629165	0.632344	0.6681	0.685618	0.689926	0.661195	0.633235	0.644111	0.64955	0.653979	0.638982	0.692119	0.688981	0.63949	0.655168	0.632604	0.687296	0.676065	0.661059	0.638525	0.63619	0.693147	0.670171	0.677295	0.655538	0.692119	0.657789	0.663797	0.678323	0.684462	0.656476	0.690665	0.657294	0.640683	0.662381	0.634841	0.691267	0.650787	0.639199	0.687065	0.641373	0.650891	0.642056	0.649397
ZFP64	0.664152	0.655719	0.658198	0.664608	0.653658	0.660481	0.657941	0.657603	0.657678	0.659688	0.646528	0.659074	0.657785	0.660491	0.659887	0.656654	0.657675	0.660665	0.658715	0.657515	0.654187	0.660238	0.657897	0.657116	0.657263	0.653748	0.672544	0.657543	0.658516	0.658568	0.663302	0.664161	0.662279	0.662873	0.660351	0.654505	0.664127	0.657346	0.662531	0.664598	0.659981	0.660328	0.653521	0.654147	0.658123	0.663018	0.663685	0.663635	0.655779	0.657491	0.660217	0.664346	0.664572	0.656992	0.665045	0.659459	0.663104	0.657614	0.659507	0.662571	0.657009	0.656079	0.651439	0.661628	0.650602	0.662203	0.665356	0.650699	0.663044	0.648459	0.656063	0.646725	0.680932	0.658295	0.661217	0.667288	0.656482	0.65975	0.654637
RUNX3	0.635946	0.651423	0.634212	0.671194	0.66123	0.656091	0.674507	0.681031	0.672718	0.693147	0.674855	0.66724	0.653982	0.646704	0.671949	0.661638	0.674182	0.671491	0.665319	0.693147	0.652071	0.673335	0.629337	0.643588	0.692048	0.638522	0.658626	0.663329	0.688135	0.67325	0.693147	0.606957	0.68015	0.68118	0.669342	0.674542	0.658721	0.654166	0.625273	0.618802	0.691767	0.634422	0.662899	0.631731	0.674708	0.619582	0.683145	0.647164	0.648419	0.686945	0.676766	0.610571	0.674686	0.663024	0.675464	0.645272	0.62163	0.665044	0.692627	0.678802	0.666675	0.679474	0.688636	0.689131	0.625734	0.679002	0.66219	0.666838	0.675573	0.63604	0.631152	0.643532	0.685292	0.648831	0.627392	0.659828	0.659355	0.663571	0.670438
HSF2	0.658145	0.665324	0.650921	0.665471	0.658178	0.657011	0.668435	0.661199	0.666165	0.655021	0.660771	0.664896	0.660201	0.660625	0.662756	0.663616	0.658896	0.654945	0.659593	0.657409	0.663346	0.66171	0.652534	0.661052	0.657711	0.663419	0.657602	0.664417	0.662946	0.660281	0.661175	0.656542	0.662314	0.662982	0.662049	0.664074	0.658927	0.650375	0.659682	0.656271	0.655027	0.660482	0.660215	0.655001	0.657828	0.660258	0.658668	0.656153	0.654974	0.650524	0.66136	0.657606	0.658195	0.66194	0.663054	0.656331	0.655952	0.661516	0.654577	0.665472	0.659145	0.658158	0.661618	0.66177	0.650635	0.662706	0.646731	0.654136	0.653328	0.651729	0.65854	0.659888	0.677374	0.654278	0.654384	0.661817	0.659277	0.659319	0.658824
PHF20	0.658388	0.660815	0.659183	0.660131	0.656966	0.65939	0.662949	0.658148	0.661416	0.656639	0.661794	0.657043	0.657166	0.660333	0.659416	0.659064	0.658603	0.65924	0.660726	0.659656	0.660079	0.658748	0.658289	0.659236	0.653503	0.660638	0.663758	0.660195	0.659081	0.659392	0.661921	0.660443	0.659646	0.659913	0.658598	0.656891	0.660748	0.655821	0.659047	0.658903	0.660438	0.658752	0.659987	0.656925	0.660304	0.662158	0.660236	0.659337	0.657284	0.657764	0.660618	0.658691	0.657772	0.658678	0.65809	0.658042	0.65409	0.660159	0.654549	0.660352	0.665919	0.656799	0.657821	0.657529	0.657274	0.660144	0.655019	0.660542	0.65703	0.656522	0.658534	0.660172	0.67202	0.657877	0.658395	0.663576	0.656296	0.658185	0.657099
NR1H3	0.655302	0.645641	0.659412	0.649226	0.663684	0.66212	0.66039	0.654527	0.654372	0.664125	0.648818	0.659191	0.661305	0.665477	0.651065	0.661767	0.658356	0.661682	0.657839	0.667124	0.656049	0.649187	0.662006	0.662464	0.648465	0.659684	0.662999	0.661867	0.648248	0.652114	0.643991	0.664043	0.654897	0.658316	0.655331	0.658255	0.66999	0.655706	0.664039	0.664788	0.655231	0.660414	0.662666	0.661198	0.665849	0.662979	0.654935	0.658816	0.660924	0.662025	0.661247	0.665839	0.659964	0.654877	0.662338	0.664424	0.6659	0.657434	0.656136	0.645409	0.668327	0.663087	0.655848	0.655524	0.65145	0.658578	0.664354	0.665183	0.660586	0.657395	0.67116	0.665569	0.669875	0.66166	0.659197	0.65546	0.660762	0.661662	0.663395
POU2F2	0.633372	0.676866	0.675057	0.682233	0.638617	0.63748	0.686452	0.664001	0.668317	0.692364	0.666038	0.679517	0.684871	0.647972	0.670906	0.685994	0.663316	0.669203	0.672371	0.628844	0.676374	0.669461	0.677111	0.639248	0.686332	0.683083	0.683083	0.667999	0.685139	0.660589	0.672054	0.639417	0.663628	0.670305	0.677789	0.621102	0.658546	0.628197	0.593778	0.662735	0.639637	0.670212	0.623425	0.675563	0.660582	0.689394	0.666669	0.649713	0.644185	0.632803	0.657163	0.61032	0.667209	0.664779	0.688114	0.667212	0.680475	0.670089	0.679097	0.669347	0.662163	0.657473	0.59814	0.675411	0.639248	0.674124	0.626799	0.67875	0.672321	0.663247	0.645203	0.682693	0.659086	0.67244	0.644731	0.621692	0.663397	0.669598	0.667709
TBPL1	0.658159	0.662783	0.654276	0.661778	0.658232	0.659267	0.661607	0.658612	0.663004	0.667825	0.656689	0.660459	0.662219	0.658478	0.659806	0.659278	0.657899	0.657573	0.659785	0.657645	0.658826	0.659844	0.657376	0.653911	0.658413	0.661136	0.668216	0.660697	0.661948	0.657629	0.672893	0.658718	0.659712	0.660943	0.662698	0.660117	0.65919	0.653562	0.659631	0.658117	0.65445	0.660601	0.655997	0.657899	0.654125	0.667624	0.646203	0.653279	0.65781	0.655461	0.658532	0.658022	0.658713	0.660073	0.664943	0.657692	0.660598	0.660011	0.653453	0.662408	0.656656	0.660879	0.65881	0.658307	0.656444	0.661306	0.658051	0.655092	0.659101	0.656907	0.658772	0.660295	0.667477	0.657986	0.657937	0.659095	0.657803	0.658735	0.658748
ARNTL2	0.66533	0.665816	0.655148	0.646585	0.648473	0.667872	0.648387	0.649712	0.670761	0.658993	0.665556	0.655656	0.657876	0.661127	0.656199	0.651911	0.65442	0.664628	0.658213	0.647786	0.653007	0.655889	0.670891	0.646392	0.663754	0.649281	0.686764	0.652776	0.662946	0.656293	0.661885	0.647831	0.650382	0.652413	0.669082	0.646205	0.654508	0.653249	0.668542	0.655669	0.68856	0.672275	0.64335	0.651164	0.64696	0.693147	0.660647	0.667693	0.653975	0.669283	0.654061	0.6615	0.65993	0.652038	0.68248	0.655686	0.647423	0.657742	0.654213	0.650313	0.6619	0.653308	0.66584	0.66838	0.663067	0.656654	0.664902	0.666973	0.666807	0.658947	0.649812	0.663875	0.667581	0.664394	0.666333	0.667093	0.647746	0.664363	0.656341
BCLAF1	0.658941	0.65981	0.658485	0.658914	0.659964	0.658098	0.661134	0.658565	0.660986	0.652967	0.65446	0.660148	0.659661	0.659114	0.659182	0.660043	0.658175	0.659133	0.658786	0.658664	0.660159	0.659226	0.656146	0.655932	0.658724	0.662529	0.663995	0.66183	0.659597	0.658294	0.660313	0.65882	0.661389	0.660784	0.660294	0.659019	0.660802	0.656065	0.660007	0.659049	0.658659	0.659788	0.657308	0.656394	0.652352	0.667766	0.661584	0.658734	0.658742	0.656896	0.658382	0.658063	0.664411	0.659058	0.662352	0.657887	0.656643	0.660117	0.655106	0.66009	0.659089	0.65792	0.662855	0.658697	0.655127	0.66142	0.655396	0.65681	0.657035	0.656887	0.658797	0.656736	0.674721	0.658255	0.659873	0.659683	0.65687	0.658843	0.660098
IKZF2	0.658696	0.655354	0.631986	0.651302	0.666432	0.61395	0.645958	0.645045	0.647209	0.646235	0.678867	0.679237	0.667559	0.671472	0.671215	0.638424	0.666615	0.666356	0.667055	0.667608	0.651244	0.662863	0.635761	0.667757	0.672062	0.656246	0.69055	0.651733	0.685292	0.669734	0.635944	0.653691	0.658376	0.658308	0.657834	0.66612	0.661281	0.663973	0.641097	0.643602	0.672929	0.675618	0.680363	0.660719	0.625879	0.684025	0.643539	0.642941	0.670409	0.672578	0.660857	0.660214	0.678341	0.654357	0.674808	0.665377	0.672013	0.661629	0.664037	0.650996	0.649117	0.673481	0.67148	0.664172	0.628518	0.679008	0.672649	0.681127	0.673417	0.65697	0.665891	0.645501	0.66821	0.675319	0.607019	0.671604	0.651676	0.655294	0.67002
ZZZ3	0.659684	0.657406	0.657067	0.660436	0.657696	0.660812	0.660119	0.657876	0.662904	0.645465	0.659197	0.659379	0.658225	0.65638	0.661837	0.6578	0.656901	0.660323	0.660769	0.65852	0.66036	0.660847	0.65766	0.657662	0.66029	0.654705	0.664474	0.662089	0.662184	0.660176	0.656409	0.662767	0.65807	0.66004	0.661853	0.655479	0.660009	0.656205	0.661705	0.661575	0.662583	0.658041	0.657161	0.656816	0.657353	0.662769	0.660635	0.660518	0.655635	0.659071	0.659512	0.661663	0.659509	0.659359	0.656166	0.655438	0.659659	0.659937	0.654034	0.661101	0.654603	0.657179	0.658525	0.658733	0.656774	0.660431	0.657384	0.661116	0.659105	0.657666	0.656353	0.65967	0.677865	0.659745	0.661433	0.661328	0.657747	0.658938	0.659673
HOXC8	0.686156	0.675674	0.615845	0.658185	0.676937	0.691485	0.670838	0.667539	0.665503	0.691936	0.669485	0.672205	0.666708	0.643156	0.674944	0.682038	0.658127	0.66764	0.670529	0.620505	0.660401	0.666079	0.641235	0.643901	0.692695	0.663431	0.641411	0.665749	0.650899	0.655757	0.693147	0.65613	0.661746	0.670713	0.65538	0.663618	0.627998	0.663979	0.688978	0.682229	0.610172	0.645693	0.643414	0.6388	0.692493	0.676903	0.691418	0.68097	0.645598	0.648502	0.642505	0.678344	0.691289	0.661485	0.669922	0.641558	0.666876	0.662409	0.693147	0.664494	0.653368	0.649752	0.691936	0.674044	0.690454	0.65584	0.630133	0.614842	0.660785	0.63934	0.691418	0.60695	0.633115	0.629957	0.686296	0.658352	0.646874	0.640574	0.659337
SOX30	0.68718	0.653908	0.68165	0.605696	0.6103	0.68008	0.675606	0.670934	0.680243	0.688646	0.693147	0.617779	0.613741	0.673317	0.618381	0.667002	0.672521	0.68115	0.672805	0.688646	0.644568	0.631635	0.682727	0.693147	0.64875	0.643375	0.693147	0.653815	0.693147	0.684893	0.688646	0.615576	0.64606	0.636448	0.652277	0.649542	0.661256	0.648263	0.660741	0.658338	0.64932	0.675774	0.665513	0.649944	0.482791	0.68165	0.688646	0.684418	0.648003	0.683756	0.670041	0.678545	0.655884	0.645158	0.689455	0.636282	0.629134	0.663707	0.688646	0.656573	0.672783	0.678392	0.600502	0.662791	0.693147	0.681146	0.688665	0.687254	0.675082	0.664781	0.693147	0.693147	0.688646	0.684417	0.671115	0.674202	0.686802	0.66446	0.672605
THAP3	0.658385	0.659632	0.655886	0.663745	0.657693	0.658201	0.664307	0.659782	0.663412	0.66535	0.656739	0.661467	0.658157	0.656078	0.661815	0.659533	0.657395	0.658184	0.658709	0.660541	0.660024	0.659972	0.654916	0.659003	0.65584	0.664147	0.661277	0.662038	0.660871	0.658948	0.666441	0.657716	0.661935	0.661168	0.660418	0.657251	0.658746	0.65547	0.659351	0.65737	0.662495	0.658766	0.660961	0.661693	0.658107	0.659742	0.655664	0.657535	0.659823	0.660162	0.658643	0.657872	0.659168	0.660129	0.659579	0.658354	0.657486	0.659361	0.659319	0.661509	0.655595	0.660213	0.654751	0.655554	0.653812	0.660227	0.659778	0.656775	0.6564	0.653029	0.65481	0.662228	0.670798	0.65683	0.65548	0.659685	0.660426	0.65625	0.656671
BARX2	0.691549	0.645969	0.689601	0.618344	0.679513	0.687951	0.616175	0.655475	0.636054	0.68628	0.687871	0.649019	0.651995	0.691133	0.629717	0.613074	0.689497	0.683169	0.666035	0.67027	0.633487	0.630335	0.637403	0.693147	0.692034	0.615753	0.657081	0.62438	0.691208	0.678202	0.613031	0.636055	0.63097	0.639	0.625867	0.691794	0.691593	0.672084	0.667155	0.675392	0.570738	0.682351	0.690447	0.684106	0.569473	0.691546	0.690219	0.692115	0.676114	0.691415	0.683307	0.676409	0.68734	0.642617	0.690456	0.680232	0.611786	0.65942	0.693147	0.626211	0.674895	0.689178	0.690219	0.683804	0.613894	0.650335	0.693147	0.684582	0.682635	0.658145	0.670846	0.692281	0.645499	0.6219	0.675136	0.691546	0.668104	0.687317	0.68686
ZIC2	0.674733	0.657447	0.645951	0.665658	0.668156	0.668837	0.671696	0.662499	0.678826	0.633152	0.653226	0.658681	0.66165	0.648745	0.656752	0.66421	0.65807	0.649062	0.647992	0.640208	0.659277	0.66481	0.626484	0.6612	0.664641	0.647482	0.66843	0.66088	0.681961	0.653635	0.656286	0.664689	0.655191	0.663991	0.665244	0.672541	0.671297	0.639265	0.680245	0.654456	0.691221	0.672398	0.644818	0.656704	0.658076	0.672343	0.657622	0.667084	0.663681	0.66737	0.687704	0.671558	0.62934	0.664055	0.672335	0.65603	0.678207	0.66107	0.607913	0.663438	0.664278	0.66829	0.69156	0.665523	0.622106	0.663959	0.633014	0.644937	0.662644	0.657789	0.675652	0.643798	0.687035	0.653046	0.669234	0.655771	0.643201	0.651845	0.671582
ZNF800	0.658664	0.667684	0.656089	0.658583	0.660348	0.654411	0.662008	0.658085	0.658864	0.655025	0.655882	0.663391	0.660456	0.655246	0.657322	0.657004	0.655948	0.661174	0.659043	0.6612	0.662947	0.659478	0.65888	0.653974	0.661158	0.65464	0.671071	0.665198	0.668889	0.660748	0.65383	0.653545	0.658613	0.661665	0.660357	0.654799	0.664089	0.655828	0.655021	0.653977	0.648907	0.654841	0.655984	0.658958	0.661254	0.657133	0.657614	0.656743	0.658548	0.659882	0.659198	0.656241	0.670813	0.659707	0.661065	0.658893	0.648676	0.662086	0.663628	0.660528	0.658976	0.657506	0.658268	0.658866	0.659587	0.65933	0.662214	0.659452	0.661895	0.656306	0.658566	0.658523	0.68256	0.661341	0.653806	0.660613	0.655723	0.662003	0.657039
ARID1B	0.656518	0.660506	0.656884	0.658415	0.660617	0.651778	0.662529	0.658753	0.658994	0.660419	0.655141	0.663911	0.663648	0.656685	0.660041	0.661379	0.658345	0.659092	0.658622	0.663709	0.659033	0.659592	0.655986	0.658277	0.659956	0.66838	0.662983	0.662868	0.658317	0.657443	0.662858	0.6571	0.664683	0.664155	0.659683	0.657313	0.662776	0.652734	0.656221	0.658899	0.651297	0.659519	0.658735	0.659546	0.66773	0.664588	0.654033	0.654752	0.661377	0.655634	0.660305	0.658765	0.663478	0.65922	0.660191	0.659103	0.658281	0.66094	0.657173	0.661983	0.656362	0.660323	0.656534	0.659622	0.65066	0.661938	0.656892	0.654812	0.659917	0.653075	0.656215	0.652792	0.670474	0.65964	0.655394	0.657284	0.657265	0.664427	0.659716
FOXP3	0.655668	0.652449	0.643624	0.678966	0.67565	0.658485	0.691762	0.671046	0.648051	0.667232	0.660197	0.675795	0.649791	0.640182	0.658862	0.676048	0.66521	0.665341	0.652662	0.679712	0.65528	0.665729	0.655287	0.675218	0.648215	0.648087	0.672427	0.671862	0.672433	0.670701	0.671084	0.625688	0.680959	0.676553	0.638354	0.679814	0.671248	0.632569	0.653307	0.659055	0.648087	0.657688	0.680661	0.670604	0.631028	0.68653	0.671084	0.664024	0.675114	0.657481	0.671003	0.578864	0.655821	0.661583	0.654468	0.662997	0.669771	0.660456	0.653864	0.673327	0.655908	0.673793	0.673805	0.649638	0.591966	0.66756	0.657664	0.650529	0.662673	0.63871	0.669771	0.637828	0.68653	0.661432	0.647685	0.669138	0.671753	0.65344	0.679494
NFE2L3	0.666511	0.650192	0.654878	0.64915	0.659858	0.671886	0.668922	0.653388	0.665025	0.669267	0.663032	0.667686	0.664496	0.659671	0.650797	0.661183	0.66031	0.659544	0.656203	0.639767	0.663433	0.655712	0.667873	0.650762	0.636771	0.661968	0.655486	0.660556	0.654685	0.655902	0.65743	0.65402	0.650586	0.653062	0.664719	0.658201	0.654645	0.658945	0.663106	0.662584	0.667329	0.655872	0.651185	0.649968	0.675902	0.686666	0.657596	0.665549	0.653285	0.666218	0.668577	0.656486	0.649846	0.657036	0.668784	0.665153	0.644149	0.657621	0.66178	0.650804	0.662133	0.65194	0.65504	0.664675	0.660067	0.652227	0.657656	0.661245	0.672065	0.659324	0.661352	0.659018	0.666989	0.661084	0.665668	0.669427	0.653649	0.655942	0.659328
ALX4	0.677089	0.658387	0.641871	0.691662	0.665326	0.692767	0.691012	0.67414	0.683048	0.685142	0.600168	0.67208	0.647237	0.630235	0.688534	0.691159	0.63642	0.650424	0.665795	0.693147	0.653066	0.680281	0.532597	0.688151	0.693147	0.61862	0.487194	0.668528	0.691652	0.650587	0.693147	0.680406	0.691889	0.681838	0.66065	0.682217	0.650163	0.658739	0.690238	0.69107	0.687109	0.677868	0.676451	0.609324	0.689242	0.693147	0.693147	0.671949	0.62615	0.68212	0.688159	0.692588	0.687227	0.669041	0.677772	0.609614	0.693147	0.671871	0.690399	0.688168	0.691652	0.654599	0.684207	0.668507	0.608838	0.67542	0.693147	0.624596	0.617765	0.645688	0.647736	0.691652	0.693147	0.605969	0.690432	0.678792	0.688691	0.619574	0.654166
FOXN3	0.653242	0.665279	0.650986	0.667331	0.660945	0.648938	0.664682	0.662037	0.664501	0.66221	0.629222	0.656904	0.667794	0.647583	0.665144	0.664551	0.656343	0.659075	0.664598	0.670928	0.66275	0.662806	0.656733	0.66165	0.660782	0.663384	0.682719	0.665894	0.652345	0.659696	0.671144	0.649403	0.664303	0.667828	0.665235	0.651332	0.656739	0.653873	0.653825	0.657217	0.658548	0.666263	0.663038	0.650381	0.666556	0.666655	0.664883	0.656534	0.657253	0.649048	0.657521	0.661212	0.651361	0.664584	0.660043	0.65127	0.651365	0.662359	0.648496	0.668916	0.665474	0.664427	0.658683	0.662565	0.646265	0.66706	0.662546	0.657107	0.65457	0.65513	0.653937	0.641876	0.677453	0.657557	0.646085	0.655632	0.662309	0.659326	0.665093
FOXC1	0.671478	0.662627	0.657609	0.644675	0.655248	0.686558	0.653768	0.645696	0.665714	0.640037	0.617044	0.651344	0.652902	0.660438	0.661229	0.641351	0.65626	0.666958	0.649309	0.689434	0.650498	0.653268	0.686142	0.646749	0.682416	0.659772	0.692689	0.652103	0.676905	0.667786	0.657566	0.662395	0.651904	0.651312	0.659383	0.655713	0.659105	0.669798	0.681407	0.685057	0.690922	0.656013	0.64651	0.657846	0.639397	0.661915	0.663429	0.678443	0.654776	0.655809	0.657257	0.674115	0.68077	0.655242	0.668298	0.653307	0.639012	0.655973	0.650515	0.650266	0.680839	0.650528	0.65483	0.686356	0.64011	0.658495	0.679384	0.663307	0.662921	0.647679	0.656004	0.66186	0.66949	0.632258	0.685744	0.654837	0.625795	0.661428	0.655855
ZNF280C	0.6595	0.663342	0.639209	0.66469	0.655788	0.655806	0.666427	0.660175	0.670242	0.659463	0.658078	0.669652	0.659414	0.658949	0.660659	0.664433	0.661117	0.657391	0.659546	0.657842	0.658796	0.661197	0.648119	0.658221	0.663774	0.661541	0.658078	0.666092	0.671175	0.66074	0.660858	0.653176	0.65852	0.664273	0.665364	0.659574	0.663216	0.650177	0.658838	0.653041	0.658511	0.662896	0.654222	0.657358	0.661657	0.668417	0.662619	0.660134	0.662635	0.651082	0.667456	0.652692	0.645682	0.657275	0.659334	0.659933	0.655685	0.658712	0.638211	0.664255	0.649521	0.657416	0.671092	0.665523	0.65636	0.664262	0.65031	0.649621	0.656843	0.655059	0.66131	0.655076	0.686017	0.652947	0.654479	0.669223	0.660021	0.656083	0.66018
PRDM1	0.666009	0.677572	0.664217	0.625312	0.673441	0.665544	0.672456	0.653269	0.681822	0.693147	0.633789	0.671134	0.665353	0.649247	0.651576	0.657129	0.646332	0.672463	0.678151	0.681965	0.653772	0.647225	0.686367	0.673515	0.675485	0.634877	0.685032	0.658062	0.655198	0.666494	0.685984	0.605256	0.654827	0.657586	0.667584	0.637573	0.650735	0.674488	0.616772	0.604862	0.685503	0.66858	0.64902	0.662108	0.633336	0.689125	0.679223	0.666634	0.643781	0.679005	0.65049	0.614315	0.681219	0.660161	0.689575	0.664904	0.647625	0.678144	0.658233	0.655698	0.689704	0.678045	0.621032	0.666231	0.677074	0.683659	0.607749	0.676217	0.68376	0.671461	0.674443	0.649698	0.683671	0.635443	0.651932	0.635943	0.675747	0.669015	0.656818
FLYWCH1	0.658038	0.653243	0.65596	0.664157	0.657949	0.657092	0.662606	0.65901	0.658327	0.662894	0.646538	0.665418	0.660684	0.655949	0.661308	0.659372	0.655728	0.660794	0.654272	0.657711	0.655761	0.660781	0.659164	0.654999	0.665772	0.659138	0.669008	0.659777	0.667411	0.659233	0.659153	0.656481	0.661077	0.660825	0.658958	0.659916	0.661786	0.658472	0.657738	0.65404	0.65756	0.656681	0.658359	0.663716	0.67041	0.659851	0.656608	0.657664	0.661561	0.661065	0.654509	0.6569	0.667892	0.656935	0.66028	0.659803	0.664325	0.658201	0.666575	0.660582	0.65916	0.658037	0.648829	0.66083	0.65352	0.654342	0.664688	0.656919	0.660751	0.655284	0.662254	0.655379	0.668825	0.658266	0.656837	0.655263	0.657266	0.658395	0.655609
MXD1	0.651101	0.666291	0.661972	0.653715	0.661378	0.665953	0.665494	0.65647	0.655339	0.666104	0.64882	0.660884	0.65914	0.647693	0.652343	0.646323	0.663492	0.663412	0.664327	0.672282	0.652983	0.652024	0.673445	0.654057	0.654834	0.645361	0.67374	0.650697	0.661027	0.66114	0.657616	0.657515	0.655827	0.654554	0.657736	0.65534	0.663793	0.650902	0.658854	0.653517	0.652888	0.665529	0.661401	0.66537	0.634649	0.669095	0.645403	0.646756	0.664514	0.656572	0.659092	0.667399	0.664009	0.656558	0.668085	0.662856	0.654784	0.662422	0.667438	0.652584	0.647224	0.661427	0.667992	0.660739	0.658818	0.665018	0.652972	0.658702	0.67122	0.660878	0.666786	0.674663	0.662101	0.671165	0.65698	0.665942	0.650891	0.664205	0.667007
